,加油日期,車牌號碼,實際會去的加油站,記錄時間點,加油公升數
505,2017/12/1,TE-4219,8,11:46,37.11654699
4418,2017/12/1,YJ-9473,41,22:49,30.10329981
171,2017/12/1,MK-3755,45,11:44,29.18149099
14186,2017/12/1,YL-6501,50,19:09,27.06418275
10451,2017/12/1,TP-8794,24,20:32,31.20634891
14871,2017/12/1,NG-2922,57,12:45,24.99625324
4316,2017/12/1,NJ-3010,17,19:13,26.63502243
255,2017/12/1,BF-5327,14,06:49,30.82051272
5594,2017/12/1,GY-4227,35,01:31,28.25912595
12253,2017/12/1,OV-8664,36,06:51,30.70820895
820,2017/12/1,RZ-6383,11,05:42,31.26987803
1722,2017/12/1,YX-2358,3,21:49,25.71014155
6620,2017/12/1,WO-7642,9,18:03,32.83175235
1482,2017/12/1,YF-7846,49,12:27,33.30225965
12,2017/12/1,YR-7269,39,06:04,26.10251472
3553,2017/12/1,BY-7669,1,09:15,29.41945747
5976,2017/12/1,GJ-2704,17,10:58,30.00161046
5325,2017/12/1,HV-4031,19,09:40,27.09495119
9600,2017/12/1,RD-3453,1,16:26,31.35918518
11791,2017/12/1,AN-8260,15,14:04,29.85969181
10858,2017/12/1,WS-4983,18,03:43,36.14315482
8738,2017/12/1,RY-4824,47,03:16,34.57469798
10965,2017/12/1,EX-7499,27,18:47,28.1188248
3752,2017/12/1,ZD-5654,1,04:31,30.70457832
6890,2017/12/1,XT-1224,27,13:20,29.29866708
4062,2017/12/1,TD-9089,8,02:08,28.16490742
1042,2017/12/1,QC-9221,20,08:03,33.95482814
13864,2017/12/1,AJ-4033,40,12:15,31.64547698
4559,2017/12/1,PY-5317,11,21:50,35.71602209
10038,2017/12/1,VY-9553,29,10:01,29.53169303
10213,2017/12/1,YK-7977,12,16:31,30.21855607
11714,2017/12/1,HF-2249,26,15:22,26.08606352
8914,2017/12/1,UV-8435,54,23:08,27.88674542
5428,2017/12/1,GL-7259,43,08:32,29.18256733
3132,2017/12/1,GK-8057,11,00:41,28.05459382
10892,2017/12/1,UR-4681,46,03:18,30.99913618
3445,2017/12/1,BJ-4621,44,17:49,33.44814492
2782,2017/12/1,LY-3784,47,20:54,31.81772925
11166,2017/12/1,OI-7083,16,06:15,22.80873062
12939,2017/12/1,XD-7918,8,03:00,33.35839579
3899,2017/12/1,GG-1855,20,03:38,34.39384789
4325,2017/12/1,BV-8028,6,17:08,32.92224015
9046,2017/12/1,ON-1737,13,01:27,33.22674933
9266,2017/12/1,MQ-1118,47,02:26,28.20883302
11294,2017/12/1,WF-7713,44,13:30,25.41661192
11852,2017/12/1,YJ-8628,1,06:36,34.54827722
13818,2017/12/1,FN-3868,40,12:19,34.17948037
3298,2017/12/1,FM-7400,4,16:37,22.9424769
11795,2017/12/1,ZH-7670,29,13:34,28.48783731
8165,2017/12/1,MO-8547,38,06:01,31.64177563
9865,2017/12/1,FZ-9014,56,22:52,28.99587681
588,2017/12/1,UF-3275,53,23:12,28.28547857
12647,2017/12/1,FH-9205,47,16:12,30.04027901
12409,2017/12/1,XT-2472,27,01:51,35.49503523
11400,2017/12/1,RW-7844,57,21:03,36.08724337
6607,2017/12/1,CP-2233,24,23:03,23.12433574
1782,2017/12/1,GS-8045,47,00:12,32.20146607
14435,2017/12/1,TC-6327,4,00:01,30.4499677
4290,2017/12/1,GY-5929,54,17:28,28.1926578
1030,2017/12/1,OK-3627,40,19:14,30.92449361
12045,2017/12/1,JG-6811,30,23:30,29.5862127
4315,2017/12/1,CB-8952,15,01:57,31.96312387
5185,2017/12/1,QO-3017,10,08:47,32.61741548
695,2017/12/1,AI-7262,50,22:38,29.84435581
2050,2017/12/1,NZ-8834,16,11:40,32.6430445
2342,2017/12/1,TY-8071,38,10:02,31.98034639
5590,2017/12/1,VE-8441,25,16:44,28.91920297
3289,2017/12/1,XN-7440,52,08:11,29.56493638
12225,2017/12/1,RX-5302,1,13:00,32.42738402
10244,2017/12/1,BP-8153,24,05:38,31.44352332
1799,2017/12/1,LL-5533,35,07:20,24.73320529
5932,2017/12/1,AM-8999,12,05:12,31.50897701
8977,2017/12/1,RD-6600,16,16:08,26.60848874
11523,2017/12/1,JI-2756,3,01:20,33.18103619
9780,2017/12/1,RQ-3276,16,06:41,31.90133519
1436,2017/12/1,IW-5926,49,20:13,31.01341556
9244,2017/12/1,UD-1572,53,20:19,31.52002458
2023,2017/12/1,FR-5577,43,11:05,32.67334656
5933,2017/12/1,PV-5822,26,07:19,31.89057713
2591,2017/12/1,VU-5417,43,09:39,24.74039431
511,2017/12/1,YS-3277,11,22:41,26.36403829
5689,2017/12/1,SA-3945,48,19:38,27.97863731
8123,2017/12/1,FT-5533,4,18:54,34.42901364
3774,2017/12/1,MW-1018,17,01:29,36.11606552
11191,2017/12/1,KM-1941,32,10:00,32.69384244
9796,2017/12/1,XT-3596,4,00:31,26.53417982
5388,2017/12/1,YU-3496,50,09:45,29.28058947
13063,2017/12/1,DW-3176,42,13:05,26.46837495
3480,2017/12/1,UY-8147,34,08:43,29.17234576
721,2017/12/1,RQ-1529,4,17:49,26.55807027
1665,2017/12/1,PB-7404,45,12:44,26.59396083
11370,2017/12/1,MU-1582,32,02:57,21.00873824
12670,2017/12/1,JD-1079,41,20:49,28.90858613
5105,2017/12/1,YY-3335,15,09:28,30.74515013
1253,2017/12/1,VS-3087,5,09:16,31.95829783
3381,2017/12/1,CI-9217,31,22:39,23.47026965
10284,2017/12/1,RM-7739,10,20:36,22.82748717
1190,2017/12/1,TS-5155,53,13:40,23.12916415
10842,2017/12/1,LC-3783,44,02:23,29.6105352
12757,2017/12/1,UR-8646,19,13:26,30.39047452
6610,2017/12/1,ZI-8037,24,03:33,27.44099521
6127,2017/12/1,KX-9391,24,12:55,23.78679998
7864,2017/12/1,LC-1248,3,00:53,31.34111654
10161,2017/12/1,TA-2438,22,21:02,31.36491167
1328,2017/12/1,IE-4706,1,04:33,29.99444597
8719,2017/12/1,NU-6953,42,18:51,23.26115607
11567,2017/12/1,CC-8397,38,18:40,31.95693083
2699,2017/12/1,ZO-3928,1,07:31,37.83933446
6578,2017/12/1,UH-6246,17,01:35,32.44835771
12550,2017/12/1,CZ-5496,29,15:58,26.87565255
8164,2017/12/1,QF-4269,15,01:11,27.81364659
6736,2017/12/1,FO-5343,53,17:03,26.99544132
10437,2017/12/1,DS-8164,4,08:24,34.73778034
1102,2017/12/1,CL-6100,44,10:17,34.09810826
8285,2017/12/1,YS-7889,1,08:02,28.80358063
10732,2017/12/1,ET-4560,40,15:54,31.7346136
7806,2017/12/1,ZH-2703,13,21:05,28.87285374
1605,2017/12/1,EC-3090,10,02:48,27.43568744
9765,2017/12/1,BH-7192,30,11:46,23.69998334
12705,2017/12/1,EO-8121,20,01:16,23.94332647
13492,2017/12/1,AA-9296,20,01:13,32.51311859
6985,2017/12/1,QC-3754,18,11:45,30.250353
12630,2017/12/1,JX-9821,39,18:09,31.06865854
10404,2017/12/1,UW-1055,5,23:51,25.59465716
8964,2017/12/1,OQ-1242,54,01:19,30.91678833
12464,2017/12/1,BY-8751,33,18:00,36.631882
8296,2017/12/1,BD-7085,42,09:48,24.63967256
367,2017/12/1,GN-7948,42,05:47,31.52708363
4601,2017/12/1,LF-6755,21,02:04,39.31898891
4344,2017/12/1,GZ-3366,44,08:45,28.69976764
9474,2017/12/1,XY-9776,43,08:12,24.79048403
13356,2017/12/1,WZ-6168,49,04:56,21.45234694
1424,2017/12/1,XO-6548,1,13:23,26.62071667
5712,2017/12/1,IQ-4286,7,16:24,33.0221679
13567,2017/12/1,LS-2848,32,02:37,31.18002712
8395,2017/12/1,GQ-7279,44,04:45,37.39638107
13246,2017/12/1,KD-3555,54,06:04,27.77293089
4058,2017/12/1,RA-2130,36,22:42,30.48988757
1832,2017/12/1,SI-2128,36,12:16,40.91314001
12399,2017/12/1,XO-3110,17,20:19,37.73024224
9203,2017/12/1,OX-4842,55,10:32,32.13633694
2855,2017/12/1,PX-6673,10,16:41,34.02768464
14892,2017/12/1,ZN-6579,12,22:43,28.02587241
5925,2017/12/1,RO-4951,51,21:00,31.37046554
14860,2017/12/1,DI-5265,43,03:03,34.14143186
7143,2017/12/1,IK-7521,14,03:48,32.77310618
4725,2017/12/1,IY-9494,56,19:45,27.32893942
2975,2017/12/1,CR-8703,41,22:15,33.06270667
6984,2017/12/1,DF-8084,19,07:54,28.23081165
13519,2017/12/1,RX-7837,15,14:02,34.2070534
8735,2017/12/1,EQ-5825,7,10:27,26.99384121
10062,2017/12/1,SQ-9816,11,14:48,22.75637568
12353,2017/12/1,BB-5349,22,22:24,35.7726471
5044,2017/12/1,FF-3617,45,06:32,24.63073024
2011,2017/12/1,II-1905,44,18:03,24.92012085
7348,2017/12/1,TW-1047,12,21:29,35.09927202
3765,2017/12/1,JF-6432,19,10:12,34.4994993
8259,2017/12/1,LG-1181,24,23:58,26.40962806
8247,2017/12/1,IA-8359,2,05:42,25.83925422
13073,2017/12/1,TS-2553,23,01:14,21.77758741
8850,2017/12/1,FG-5709,6,16:13,31.17845068
152,2017/12/1,SP-4249,29,03:33,32.21769433
14270,2017/12/1,ZE-2171,13,21:21,28.51946423
12095,2017/12/1,HK-5730,11,03:03,32.75737806
8922,2017/12/1,BH-4630,13,05:06,32.99839044
8980,2017/12/1,EA-6587,6,02:51,34.41209157
7901,2017/12/1,KH-9080,47,05:47,21.5585551
11675,2017/12/1,IE-3229,4,00:55,27.23874328
7685,2017/12/1,LS-4731,25,01:18,31.13570397
2902,2017/12/1,NQ-7515,20,19:17,35.85553365
10257,2017/12/1,CH-7445,10,00:26,32.90283095
9768,2017/12/1,JY-5866,46,21:15,39.82176396
8161,2017/12/1,MH-3989,42,13:15,28.34686791
9587,2017/12/1,QJ-7504,11,07:01,28.50684812
13569,2017/12/1,BW-3586,14,18:01,22.93850107
6568,2017/12/1,AZ-1525,10,17:45,26.06935586
1423,2017/12/1,FG-2756,27,00:17,21.26714252
12912,2017/12/1,VP-1835,58,12:49,25.36782944
4916,2017/12/1,HI-4523,16,19:46,39.25952325
1874,2017/12/1,SX-7183,23,02:42,27.72578869
10206,2017/12/1,IC-8813,41,11:33,27.75623117
10435,2017/12/1,IK-8196,8,09:34,23.97627013
6405,2017/12/1,DE-6846,1,20:29,30.73480208
10868,2017/12/1,JL-2740,4,10:28,28.33894739
8703,2017/12/1,ZA-3313,38,05:16,27.3140586
14111,2017/12/1,AJ-5158,10,02:22,26.06465774
2787,2017/12/1,RT-4923,25,00:37,26.15326456
2386,2017/12/1,NC-3654,21,23:44,35.03541501
4190,2017/12/1,DC-4197,40,01:52,27.75456993
12587,2017/12/1,DP-7641,20,21:19,32.53381388
11207,2017/12/1,AO-9605,17,02:02,29.00961577
12104,2017/12/1,NN-5314,19,15:24,32.04767352
6776,2017/12/1,WT-8924,47,06:41,33.56429751
4248,2017/12/1,VK-9789,12,02:55,28.02662483
11645,2017/12/1,JJ-7696,28,05:43,27.30500977
5805,2017/12/1,SN-9629,29,15:20,30.12317016
4754,2017/12/1,JC-8606,7,16:16,30.87329476
4850,2017/12/1,KV-9940,15,05:54,26.16016521
6377,2017/12/1,TJ-1238,49,08:50,30.42136329
2436,2017/12/1,RT-8982,53,13:46,31.71072961
8879,2017/12/1,NA-4618,11,05:53,24.05555521
9170,2017/12/1,NW-3226,8,13:44,30.38936883
4110,2017/12/1,AH-6906,33,09:58,27.20890068
8768,2017/12/1,NR-1520,21,06:49,31.58937008
859,2017/12/1,EV-8097,29,12:30,30.34083698
3496,2017/12/1,RE-4905,52,14:22,25.32219124
2064,2017/12/1,LJ-6520,55,05:16,35.78754332
8037,2017/12/1,ZI-9248,46,14:19,26.2995911
3271,2017/12/1,CT-3699,51,01:38,26.41097234
5972,2017/12/1,FY-7813,40,20:34,31.86700617
9664,2017/12/1,PY-2502,21,14:26,30.18558521
2799,2017/12/1,IO-4771,57,16:51,25.99699013
12831,2017/12/1,SG-9755,8,17:20,26.47216623
1096,2017/12/1,PT-8666,24,01:30,37.88000915
7073,2017/12/1,HM-9753,54,08:24,32.61772219
14250,2017/12/1,PH-9776,42,17:33,31.09547397
13901,2017/12/1,CT-4945,22,02:30,34.93835484
4670,2017/12/1,UZ-9990,45,04:29,22.09337402
10267,2017/12/1,KR-2678,7,06:15,26.08188882
3835,2017/12/1,XX-1371,34,19:12,31.14449104
802,2017/12/1,QO-4333,20,10:16,33.63771084
10929,2017/12/1,NU-7347,2,23:53,22.73859617
6613,2017/12/1,LG-9170,36,07:24,34.99540687
4488,2017/12/1,YV-7912,8,10:00,36.24254302
8467,2017/12/1,ZS-4653,38,15:26,34.40189173
10788,2017/12/1,HS-3052,7,21:36,24.70511936
1143,2017/12/1,FK-9956,44,00:43,28.95634491
7925,2017/12/1,EE-2267,7,03:31,34.15129592
1581,2017/12/1,MM-1255,31,06:14,29.03003867
14369,2017/12/1,JU-2493,43,10:04,25.64996918
8904,2017/12/1,MV-2064,21,04:21,28.84293918
14638,2017/12/1,ZC-6734,8,12:37,25.95686347
2881,2017/12/1,RY-1356,45,22:59,33.13456292
7297,2017/12/1,YF-1977,1,15:33,32.20653005
9316,2017/12/1,MT-2195,31,20:56,31.24699114
3504,2017/12/1,HM-6978,57,22:43,26.09194436
10707,2017/12/1,FB-4034,35,15:39,34.00536435
10361,2017/12/1,EU-4475,23,01:53,31.86847931
6133,2017/12/1,US-2127,18,07:00,34.98144062
3610,2017/12/1,UE-9619,7,07:19,37.3671241
2487,2017/12/1,SF-9543,21,14:08,35.9514141
735,2017/12/1,VZ-5505,31,04:41,35.30520748
6406,2017/12/1,UA-3992,46,12:55,22.67636142
10247,2017/12/1,LQ-1085,16,17:54,24.32628939
1953,2017/12/1,PV-9916,32,16:17,31.45743862
14054,2017/12/1,PX-9110,23,01:29,30.71264306
2017,2017/12/1,MA-9737,51,16:06,26.37323229
5140,2017/12/1,GH-7201,44,02:57,30.28654456
8752,2017/12/1,VG-5857,50,22:21,29.60672318
12922,2017/12/1,TA-1189,36,22:28,33.2099696
998,2017/12/1,CG-9316,2,22:28,33.09225305
5221,2017/12/1,AG-1659,47,22:10,25.83446166
8534,2017/12/1,LM-9232,53,21:34,31.48548475
9223,2017/12/1,NN-2359,41,07:32,31.19404485
7550,2017/12/1,WD-7487,12,12:01,24.93765925
11949,2017/12/1,LQ-7232,42,13:22,34.14685414
8373,2017/12/1,YU-1099,23,17:13,32.72556834
1553,2017/12/1,EZ-5423,23,16:09,38.33437344
2800,2017/12/1,TH-6498,57,00:54,26.39152018
4910,2017/12/1,HH-5940,52,17:17,27.37539528
201,2017/12/1,VQ-7730,39,18:14,32.39520591
8533,2017/12/1,GA-3896,22,17:28,27.24437024
10107,2017/12/1,CD-2058,45,19:37,26.24118668
13731,2017/12/1,YG-6663,5,18:33,33.72931924
7034,2017/12/1,XV-1351,55,19:29,30.45580288
1998,2017/12/1,JM-4473,51,16:55,28.96506423
2669,2017/12/1,GO-9234,40,03:01,32.07448736
1476,2017/12/1,FZ-8699,35,07:49,29.37581055
479,2017/12/1,NJ-7041,36,19:25,26.4325807
64,2017/12/1,AN-9251,6,14:31,39.01475586
12367,2017/12/1,DN-8189,27,22:13,33.35180393
10747,2017/12/1,EY-4328,7,01:01,27.54883391
13678,2017/12/1,MF-7076,30,06:57,35.83118788
1848,2017/12/1,SQ-9154,15,16:37,31.10028893
6908,2017/12/1,MO-1486,49,02:28,32.29056602
9124,2017/12/1,FL-3756,21,14:36,34.72539127
6720,2017/12/1,MG-9849,18,23:40,32.02067566
1927,2017/12/1,QV-9946,51,03:15,27.83007238
12040,2017/12/1,LV-2343,32,03:54,23.40943496
5499,2017/12/1,FE-2388,22,15:05,26.93808936
10754,2017/12/1,WK-6494,18,07:22,29.65944545
4872,2017/12/1,UA-8106,48,03:19,31.71546912
7539,2017/12/1,VL-7751,33,20:29,32.80993174
5991,2017/12/1,TX-6483,13,12:48,31.47062435
3509,2017/12/1,UJ-4302,58,21:21,33.5442402
10996,2017/12/1,KC-8199,14,05:06,27.86549163
8869,2017/12/1,FH-7548,39,12:40,24.41419479
12366,2017/12/1,FJ-2688,15,20:33,34.75476107
5676,2017/12/1,VC-6742,52,18:23,30.22873484
3098,2017/12/1,UE-6850,10,21:40,30.05547147
3383,2017/12/1,WR-1821,50,14:33,32.45002832
11977,2017/12/1,PJ-2450,30,12:15,35.72005706
9934,2017/12/1,VC-7479,38,21:32,30.84568475
3585,2017/12/1,MR-6087,18,13:49,35.32042154
13395,2017/12/1,UC-5604,5,21:21,31.96073834
1211,2017/12/1,ZD-1763,58,00:16,31.28023484
8813,2017/12/1,TO-4908,57,13:02,32.94366611
6712,2017/12/1,VN-2779,52,17:13,22.80571769
12389,2017/12/1,FY-3283,11,14:08,33.19475692
14379,2017/12/1,WJ-7410,25,17:46,31.53333489
2126,2017/12/1,VK-3025,48,02:10,26.0472263
8062,2017/12/1,NS-9934,47,19:01,22.67635264
5973,2017/12/1,WE-3071,2,23:45,21.40656617
5845,2017/12/1,EH-1394,39,11:51,31.81463738
6218,2017/12/1,OK-2748,26,13:01,41.46552012
884,2017/12/1,HA-1035,10,14:48,34.21680917
13571,2017/12/1,ED-6658,54,23:07,29.72084237
13093,2017/12/1,JE-6926,52,19:11,31.82610722
4471,2017/12/1,GG-7365,30,06:42,30.9106456
11780,2017/12/1,KG-3450,14,13:48,34.65535895
1952,2017/12/1,MY-7708,6,15:17,27.93763275
3831,2017/12/1,JI-4987,1,05:41,30.67036037
6290,2017/12/1,PI-4373,16,09:05,31.72594462
14152,2017/12/1,OJ-6277,15,18:21,38.32020549
6454,2017/12/1,DR-7778,7,17:20,25.80797521
13752,2017/12/1,GI-4561,47,11:10,26.26296518
9492,2017/12/1,SI-6718,45,15:09,27.90329715
6051,2017/12/1,TG-3988,18,19:15,32.00556322
4042,2017/12/1,UD-5302,54,03:30,30.91129767
7843,2017/12/1,XN-8322,33,02:02,37.2457485
12960,2017/12/1,EE-8743,42,13:04,29.83116448
4327,2017/12/1,XZ-1928,14,03:30,30.48169472
11239,2017/12/1,WO-4097,31,01:44,33.07049178
13790,2017/12/1,UE-4758,58,21:20,25.89064836
788,2017/12/1,QN-2828,27,12:46,32.19377362
2660,2017/12/1,CX-4997,58,07:00,27.44505339
7699,2017/12/1,LD-6660,28,03:51,36.161606
1316,2017/12/1,XJ-5097,26,06:25,27.59592868
3645,2017/12/1,ER-5729,50,15:58,29.12384519
9649,2017/12/1,ER-8976,8,16:33,30.55231697
12248,2017/12/1,KP-7001,45,23:28,33.62878879
6091,2017/12/1,IC-9109,42,19:58,26.47222328
10052,2017/12/1,OF-7754,31,15:19,31.30224684
3163,2017/12/1,IJ-7871,9,08:09,30.23448428
12247,2017/12/1,DU-2191,52,15:17,32.97599533
10201,2017/12/1,US-9541,18,09:09,27.91599975
7484,2017/12/1,YQ-2849,24,05:22,30.7091401
10542,2017/12/1,EB-9738,17,05:07,38.29354978
12019,2017/12/1,MU-8135,56,02:59,29.83238459
2078,2017/12/1,BK-6795,37,14:22,28.46950759
9655,2017/12/1,UP-5173,37,13:39,32.81981841
1326,2017/12/1,LG-6798,42,03:36,30.78482099
10780,2017/12/1,HD-4869,13,07:46,30.68894501
8691,2017/12/1,GT-2781,21,16:29,32.19206201
8856,2017/12/1,VO-5501,33,14:14,30.7774676
11073,2017/12/1,XJ-8487,10,05:56,29.22810978
2708,2017/12/1,OT-5622,45,06:52,23.65077539
5955,2017/12/1,XN-6037,6,16:21,23.74309589
13421,2017/12/1,ST-3866,46,10:10,31.43883662
12186,2017/12/1,NF-2257,45,16:00,23.38775742
8227,2017/12/1,DE-8969,20,15:38,34.55294807
4358,2017/12/1,BS-1048,27,12:41,28.70661648
11653,2017/12/1,ZO-6191,12,10:31,25.70984501
4984,2017/12/1,KK-6806,33,09:41,38.53784398
9210,2017/12/1,LF-9162,29,09:26,30.83756382
11655,2017/12/1,SK-7006,21,09:21,30.01578297
13911,2017/12/1,JY-1967,2,16:55,32.75483404
12570,2017/12/1,PH-3923,20,06:12,28.0947183
8230,2017/12/1,FJ-6259,40,06:45,30.39892414
13544,2017/12/1,UK-9525,15,01:45,39.73195459
2246,2017/12/1,ZK-7690,42,21:23,33.65134931
3705,2017/12/1,AT-6047,10,10:16,32.54932971
14333,2017/12/1,BW-9134,42,17:52,31.5220063
13050,2017/12/1,DS-6278,16,01:11,31.21944266
12404,2017/12/1,TJ-6043,54,10:51,34.39300202
8515,2017/12/1,RQ-8847,54,17:29,33.78385511
4771,2017/12/1,TC-9952,57,07:13,33.387061
5339,2017/12/1,JB-6030,16,08:17,28.02599146
720,2017/12/1,BQ-6584,10,18:46,29.34351879
3909,2017/12/1,TT-8271,38,04:01,26.36694934
1690,2017/12/1,AM-2799,2,22:01,25.90595646
1622,2017/12/1,XN-3530,38,05:54,32.22718146
1775,2017/12/1,JL-7442,25,17:13,31.889265
3564,2017/12/1,YY-4596,55,02:38,27.4754504
14677,2017/12/1,UG-1845,27,23:25,28.41503449
10382,2017/12/1,UG-9418,18,16:25,29.4264806
13757,2017/12/1,UH-4728,58,03:32,38.23872202
4777,2017/12/1,XL-2916,54,10:32,27.62569965
14087,2017/12/1,KQ-3965,16,17:05,38.6122532
898,2017/12/1,KA-8614,32,08:07,38.44194026
6371,2017/12/1,KG-7932,7,22:17,26.23892826
14585,2017/12/1,BW-4165,54,12:13,21.33565498
908,2017/12/1,TW-7281,5,09:36,29.9906702
14160,2017/12/1,WB-6968,9,14:28,34.2749784
530,2017/12/1,WW-1449,33,12:17,32.3335478
10665,2017/12/1,WH-1636,33,03:10,27.53414786
2905,2017/12/1,SK-6836,48,19:11,29.66111137
7665,2017/12/1,UI-1000,40,02:00,33.76127431
10128,2017/12/1,LA-3238,3,04:51,28.03331411
6566,2017/12/1,DC-4174,13,18:22,29.25825875
4111,2017/12/1,BI-8778,46,23:05,24.31492898
9920,2017/12/1,LN-1992,36,16:26,24.44936472
9825,2017/12/1,JT-4123,13,16:43,31.51620127
5434,2017/12/1,BE-2523,57,21:52,31.8596382
4156,2017/12/1,HR-4000,42,20:25,33.08651943
10031,2017/12/1,ZR-2240,58,22:32,29.95051603
2164,2017/12/1,MW-7360,41,21:00,33.2886568
12348,2017/12/1,BS-1188,54,21:16,24.95149816
11548,2017/12/1,WH-8630,12,12:46,32.27458901
13595,2017/12/1,EM-9201,20,20:44,24.3854568
7238,2017/12/1,XB-8738,2,06:20,33.67434101
5254,2017/12/1,MO-8158,12,00:36,29.5896797
14179,2017/12/1,TT-7304,56,04:58,28.92650489
4827,2017/12/1,NL-5906,31,01:31,22.9859444
13301,2017/12/1,OS-7088,47,20:21,29.57903838
11678,2017/12/1,SU-9033,10,23:00,31.84989187
9907,2017/12/1,UW-8342,16,02:48,27.82615117
2108,2017/12/1,TJ-7861,4,16:45,28.32954438
6687,2017/12/1,BF-3606,16,03:54,25.44529885
12433,2017/12/1,BF-8307,57,21:38,32.3399926
9214,2017/12/1,EJ-6052,6,22:35,30.03945652
3140,2017/12/1,XQ-9350,26,09:57,37.80960377
4833,2017/12/1,UC-8886,41,02:07,32.70021181
12167,2017/12/1,BV-8063,57,09:36,29.94336919
4749,2017/12/1,FV-7693,30,08:46,34.87985406
1382,2017/12/1,KN-6564,54,05:42,27.1107958
4983,2017/12/1,YS-6769,48,02:11,31.97440113
11168,2017/12/1,BZ-2917,31,22:16,29.09307461
11128,2017/12/1,EV-1529,55,13:02,30.09747107
426,2017/12/1,IL-7559,19,17:49,22.03011607
3401,2017/12/1,BQ-5037,54,16:23,22.43473613
5197,2017/12/1,CX-5762,51,18:58,31.86486077
8678,2017/12/1,MF-3773,3,00:51,22.1559013
6989,2017/12/1,HW-5797,11,12:34,24.04763571
2406,2017/12/1,NU-2059,51,03:58,30.71378426
12633,2017/12/1,UU-1555,55,05:36,36.92452084
9313,2017/12/1,PR-5217,18,04:51,31.39491207
9636,2017/12/1,GD-1360,31,11:51,38.71147289
2724,2017/12/1,UZ-2453,1,14:14,26.29451412
3812,2017/12/1,WV-5056,38,18:23,28.42154623
12436,2017/12/1,DY-4516,19,22:05,36.34993807
14069,2017/12/1,VO-9400,19,06:25,31.13374586
2720,2017/12/1,VH-4226,50,19:13,22.89904025
7122,2017/12/1,JX-3055,48,22:53,24.00508672
7577,2017/12/1,WM-3914,40,23:19,25.1732851
1499,2017/12/1,JF-3879,1,02:29,30.51898923
13011,2017/12/1,LD-9058,23,01:46,28.20805258
1233,2017/12/1,WX-2171,4,04:54,31.64277615
3503,2017/12/1,IX-4067,28,02:00,31.29594409
1055,2017/12/1,GH-5778,14,22:50,27.60827061
6948,2017/12/1,KR-5725,40,23:50,26.20087826
9027,2017/12/1,SU-6745,47,00:43,28.91241768
12208,2017/12/1,OM-4286,38,04:19,32.47583133
12538,2017/12/1,PY-8674,39,15:12,27.23812213
2761,2017/12/1,BA-9126,36,09:49,29.14797013
9197,2017/12/1,XF-1265,27,11:30,35.37282454
293,2017/12/1,RL-8083,21,17:04,28.14499318
9700,2017/12/1,MH-2673,18,18:56,20.49365161
4454,2017/12/1,PV-2172,28,16:05,36.97169212
8874,2017/12/1,ZO-3735,24,23:30,36.87461827
9551,2017/12/1,JO-9692,37,11:19,33.4373213
4406,2017/12/1,CB-1538,34,05:37,32.02351722
12137,2017/12/1,BW-3310,3,12:41,27.36420527
11539,2017/12/1,PR-3796,8,00:30,29.76526192
7935,2017/12/1,RN-3069,54,18:26,26.42843406
13767,2017/12/1,RQ-6034,9,14:22,27.96473703
8990,2017/12/1,RC-7728,6,14:14,28.66835976
10310,2017/12/1,RC-5714,53,10:29,28.8884785
9220,2017/12/1,OF-7676,54,05:31,30.89757342
13336,2017/12/1,SZ-8771,14,13:14,32.73482146
4195,2017/12/1,PA-8308,21,08:28,30.94314863
8289,2017/12/1,PH-3199,4,07:46,26.61053358
1036,2017/12/1,PE-9849,20,16:55,33.09875628
14777,2017/12/1,VC-6326,56,01:43,33.96450275
5876,2017/12/1,TN-3976,16,01:48,31.05189604
417,2017/12/1,KM-2843,20,07:31,28.22596771
7239,2017/12/1,EZ-1431,38,21:17,28.61908806
11976,2017/12/1,YZ-6972,57,21:31,29.32864486
11931,2017/12/1,OD-4175,8,05:41,31.7991422
3205,2017/12/1,MP-9176,49,12:23,27.77282361
12202,2017/12/1,HY-1232,39,02:14,24.16055197
2740,2017/12/1,RD-4075,57,19:51,31.70623632
10950,2017/12/1,LN-9660,11,23:08,29.20562896
3536,2017/12/1,DF-8052,50,13:42,33.552759
12734,2017/12/1,CR-6093,49,23:28,23.23006835
1488,2017/12/1,DD-9714,49,18:30,26.58742655
2226,2017/12/1,JL-7420,22,23:44,26.66767004
14658,2017/12/1,MV-7975,29,23:08,28.98268281
11127,2017/12/1,WB-5350,14,12:46,36.98587018
6497,2017/12/1,OZ-7547,41,09:40,33.11203937
5803,2017/12/1,JY-3088,42,19:12,25.51010595
7302,2017/12/1,YK-4162,4,01:14,29.01771046
6282,2017/12/1,DZ-9256,52,15:38,26.70713926
14725,2017/12/1,UX-4006,10,15:53,33.32428125
8724,2017/12/1,DM-2844,1,19:38,28.83528103
10829,2017/12/1,OG-1117,46,09:20,29.82325535
2141,2017/12/1,ZQ-2409,30,05:38,21.34863824
12334,2017/12/1,WD-6551,7,17:53,30.44096363
879,2017/12/1,RW-7653,28,22:30,29.74982389
9681,2017/12/1,EQ-9063,9,07:45,26.0715197
942,2017/12/1,TN-9437,49,20:43,33.67210319
7851,2017/12/1,BH-8072,43,10:31,35.96414767
2374,2017/12/1,SP-2542,53,08:00,31.56327282
13227,2017/12/1,TY-2263,21,06:44,30.87784403
5058,2017/12/1,ID-8196,9,08:05,26.60517775
5280,2017/12/1,DS-7474,49,01:43,29.68821146
6335,2017/12/1,SO-6334,34,02:28,28.38542301
